Area_SqFt,Rooms,Build_Year,Location,Street_Type,Furnishing,Property_Type,Has_Pool,Price,Property_Age,Price_per_SqFt
1469.634917,3.0,2006,Lucknow,Residential Lane,Furnished,Apartment,0,406431.0,18,276.55235684632277
2333.997875,4.0,2018,Jaipur,Residential Lane,Semi-Furnished,Independent House,0,599056.0,6,256.66518655249416
1364.853081,6.0,1995,Gurugram,Highway Facing,Furnished,Independent House,0,544063.0,29,398.6238574494598
2025.334741,5.0,2023,Lucknow,Corner Plot,Unfurnished,Apartment,1,534602.0,1,263.9573543956703
2076.659663,3.0,2009,Jaipur,Gated Society,Furnished,Apartment,1,574704.0,15,276.74443253246744
2482.649317,5.0,2001,Gurugram,Corner Plot,Semi-Furnished,Apartment,0,646509.0,23,260.4109229495339
2349.983786,4.0,2011,Kanpur,Corner Plot,Semi-Furnished,Apartment,0,557104.0,13,237.0671675774703
2919.168346,4.0,2004,Indore,Residential Lane,Unfurnished,Apartment,1,636259.0,20,217.95899536655224
2497.478072,5.0,2004,Kanpur,Main Road,Furnished,Villa,0,751072.0,20,300.73216995196105
2562.659322,7.0,2022,Lucknow,Main Road,Furnished,Apartment,1,731122.0,2,285.29816418571147
1163.139971,4.0,2019,Kanpur,Main Road,Furnished,Duplex,1,477632.0,5,410.6401739331164
2435.572129,7.0,2006,Jaipur,Gated Society,Unfurnished,Apartment,0,648987.0,18,266.46182729413226
1305.6939,7.0,2005,Prayagraj,Corner Plot,Furnished,Independent House,0,464099.0,19,355.4424203099976
2299.872765,2.0,1988,Noida,Main Road,Furnished,Independent House,0,638942.0,36,277.81623823872707
1583.767537,4.0,2010,Kanpur,Gated Society,Semi-Furnished,Independent House,1,519099.0,14,327.76211651824
1642.069618,5.0,2012,Lucknow,Gated Society,Unfurnished,Apartment,1,506464.0,12,308.43028483582845
2085.802921,5.0,1985,Kanpur,Main Road,Furnished,Apartment,0,428945.0,39,205.64982227292606
2643.610297,4.0,1985,Prayagraj,Main Road,Semi-Furnished,Independent House,0,620559.0,39,234.73921277437057
1491.628936,2.0,1997,Delhi,Main Road,Furnished,Apartment,0,412927.0,27,276.8295720431103
2029.935008,6.0,1993,Delhi,Main Road,Unfurnished,Independent House,0,610049.0,31,300.52637034968564
2307.456406,6.0,1995,Gurugram,Gated Society,Unfurnished,Apartment,1,679206.0,29,294.3526899289988
3014.312431,6.0,1996,Delhi,Gated Society,Semi-Furnished,Duplex,0,857208.0,28,284.379280390527
2578.32483,7.0,2007,Jaipur,Main Road,Semi-Furnished,Independent House,0,722452.0,17,280.2020876477383
2052.308144,5.0,2002,Jaipur,Corner Plot,Semi-Furnished,Duplex,1,606174.0,22,295.3620789218093
1279.055655,2.0,2023,Prayagraj,Main Road,Semi-Furnished,Duplex,0,392299.0,1,306.70987495067214
2230.566558,4.0,1993,Lucknow,Highway Facing,Semi-Furnished,Apartment,0,554545.0,31,248.61172512925302
1570.950586,2.0,1996,Delhi,Gated Society,Semi-Furnished,Duplex,0,540125.0,28,343.82048984448454
1886.419766,2.0,2007,Kanpur,Corner Plot,Semi-Furnished,Duplex,0,501488.0,17,265.84115001263194
6170.583006,2.0,2022,Lucknow,Corner Plot,Unfurnished,Villa,0,1265986.684,2,205.16484143702644
1199.380639,3.0,2020,Indore,Residential Lane,Furnished,Apartment,0,340411.0,4,283.82232373187406
1669.57766,6.0,1994,Lucknow,Highway Facing,Furnished,Apartment,0,462381.0,30,276.94488916436507
1274.108994,7.0,1989,Indore,Corner Plot,Semi-Furnished,Independent House,0,420434.0,35,329.9827581312875
2215.3733,6.0,1988,Kanpur,Highway Facing,Semi-Furnished,Apartment,1,562495.0,36,253.9052899120884
1207.920218,6.0,2021,Prayagraj,Highway Facing,Unfurnished,Independent House,0,398436.0,3,329.8529108650121
1353.183414,7.0,1988,Delhi,Main Road,Semi-Furnished,Apartment,0,461020.0,36,340.692913636318
2561.064667,4.0,2018,Gurugram,Residential Lane,Furnished,Apartment,0,664358.0,6,259.4069601445171
1111.385104,5.0,2008,Prayagraj,Residential Lane,Semi-Furnished,Apartment,0,329712.0,16,296.6676436577469
2805.527799,3.0,2003,Prayagraj,Corner Plot,Unfurnished,Independent House,1,688445.0,21,245.38876436918173
3115.44214,7.0,1996,Kanpur,Highway Facing,Semi-Furnished,Apartment,1,774294.0,28,248.5342257070452
2001.095097,3.0,1996,Gurugram,Highway Facing,Semi-Furnished,Apartment,0,544019.0,28,271.86064311265466
2171.389171,3.0,2020,Delhi,Highway Facing,Semi-Furnished,Independent House,0,672398.0,4,309.6625924915788
2780.831245,7.0,2011,Gurugram,Corner Plot,Unfurnished,Independent House,0,775968.0,13,279.04174386533117
1637.224729,7.0,1987,Prayagraj,Gated Society,Unfurnished,Apartment,0,423201.0,37,258.486811556094
3276.385002,4.0,1987,Noida,Gated Society,Semi-Furnished,Villa,0,879204.0,37,268.34575285362024
1708.107548,2.0,2014,Gurugram,Residential Lane,Semi-Furnished,Villa,1,595748.0,10,348.77663335517326
2598.802683,2.0,1999,Indore,Gated Society,Unfurnished,Villa,1,716676.0,25,275.77161001414896
2392.044897,2.0,2018,Indore,Corner Plot,Semi-Furnished,Apartment,1,583847.0,6,244.07861271008574
1764.169043,5.0,1997,Noida,Gated Society,Unfurnished,Independent House,0,542807.0,27,307.68423363610736
1945.202074,3.0,2000,Noida,Residential Lane,Semi-Furnished,Independent House,0,525186.0,24,269.99045858512693
2434.5727,4.0,1992,Indore,Highway Facing,Furnished,Independent House,0,607920.0,32,249.70295608753025
2294.666755,5.0,1997,Prayagraj,Highway Facing,Semi-Furnished,Apartment,0,581487.0,27,253.40803789175914
2204.380355,7.0,1994,Indore,Corner Plot,Semi-Furnished,Independent House,0,627455.0,30,284.64007972889056
1339.297647,6.0,2008,Kanpur,Corner Plot,Furnished,Villa,0,536364.0,16,400.48155180548895
2185.934128,7.0,2018,Noida,Highway Facing,Furnished,Apartment,1,657825.0,6,300.93541775747417
2588.749586,7.0,2022,Indore,Residential Lane,Semi-Furnished,Apartment,0,669520.0,2,258.62679172244975
2301.695449,3.0,1988,Jaipur,Highway Facing,Semi-Furnished,Duplex,0,552552.0,36,240.06303711469
2414.755667,6.0,2001,Noida,Gated Society,Semi-Furnished,Independent House,0,712198.0,23,294.9358437099384
2487.234025,6.0,2021,Lucknow,Highway Facing,Unfurnished,Independent House,0,640407.0,3,257.47758094455946
1860.291458,4.0,2003,Noida,Main Road,Semi-Furnished,Duplex,0,575363.0,21,309.2864817100074
2201.545784,3.0,1998,Delhi,Corner Plot,Unfurnished,Apartment,0,277504.0,26,126.04961569129921
1009.407162,3.0,2000,Kanpur,Highway Facing,Semi-Furnished,Independent House,0,339788.0,24,336.62134844254257
2556.475498,6.0,2018,Indore,Corner Plot,Semi-Furnished,Apartment,0,651971.0,6,255.0272828783435
1545.823459,7.0,1985,Lucknow,Highway Facing,Semi-Furnished,Apartment,0,457816.0,39,296.1631856047541
2222.505546,5.0,1994,Prayagraj,Residential Lane,Furnished,Apartment,1,538612.0,30,242.3445021180613
2080.080267,7.0,2001,Lucknow,Gated Society,Semi-Furnished,Duplex,0,604316.0,23,290.5253271171002
3309.84938,5.0,2012,Delhi,Corner Plot,Unfurnished,Apartment,0,806467.0,12,243.6567068196922
2069.267681,7.0,1991,Prayagraj,Main Road,Unfurnished,Independent House,1,589328.0,33,284.8002727782419
1518.491108,4.0,2020,Lucknow,Highway Facing,Furnished,Duplex,0,486913.0,4,320.6558124935691
2568.620944,6.0,2006,Indore,Highway Facing,Semi-Furnished,Duplex,1,735937.0,18,286.51055023087906
1859.036197,5.0,2007,Lucknow,Residential Lane,Unfurnished,Apartment,0,487759.0,17,262.3719757512608
3369.539574,4.0,1999,Kanpur,Main Road,Furnished,Independent House,0,804911.0,25,238.8786308404995
2658.094631,2.0,1994,Gurugram,Highway Facing,Unfurnished,Independent House,0,635589.0,30,239.1145117963259
2817.575175,5.0,2022,Lucknow,Main Road,Unfurnished,Independent House,0,722279.0,2,256.34772992347933
1601.005936,3.0,2022,Jaipur,Gated Society,Unfurnished,Duplex,0,500176.0,2,312.41358245657375
2560.05979,7.0,2002,Kanpur,Gated Society,Semi-Furnished,Independent House,0,707935.0,22,276.53065087202515
2168.31562,6.0,2017,Gurugram,Gated Society,Semi-Furnished,Apartment,1,712315.0,7,328.5107543522654
1781.071487,5.0,2019,Indore,Highway Facing,Unfurnished,Independent House,0,507771.0,5,285.0929924521328
1966.922974,4.0,2007,Kanpur,Residential Lane,Unfurnished,Apartment,1,436734.0,17,222.0391981653675
2434.237963,6.0,1992,Lucknow,Main Road,Semi-Furnished,Villa,0,715307.0,32,293.8525365525244
2368.307919,6.0,1994,Lucknow,Corner Plot,Furnished,Independent House,0,669879.0,30,282.85131110943183
1817.380742,3.0,1992,Kanpur,Gated Society,Furnished,Apartment,0,440413.0,32,242.33392036240693
4122.732784,2.0,1987,Prayagraj,Highway Facing,Furnished,Apartment,0,783551.0,37,190.0562178176814
2630.560441,6.0,2013,Gurugram,Residential Lane,Semi-Furnished,Apartment,0,663785.0,11,252.33596219810255
2207.850187,4.0,1989,Delhi,Residential Lane,Semi-Furnished,Apartment,1,581842.0,35,263.53327930759644
3125.950574,4.0,2005,Noida,Highway Facing,Furnished,Apartment,0,742183.0,19,237.4263387825402
2095.983785,5.0,2007,Jaipur,Residential Lane,Furnished,Independent House,0,608667.0,17,290.3968076260666
1897.103342,7.0,2012,Gurugram,Corner Plot,Furnished,Duplex,0,665807.0,12,350.95979499887466
1703.161083,4.0,2024,Lucknow,Residential Lane,Unfurnished,Apartment,1,455563.0,0,267.4808651672321
2234.748575,2.0,2007,Lucknow,Gated Society,Furnished,Apartment,1,611642.0,17,273.6961136668361
2579.63024,6.0,1994,Jaipur,Gated Society,Furnished,Apartment,1,662883.0,30,256.96822347686543
2869.555463,5.0,1997,Noida,Gated Society,Semi-Furnished,Villa,0,875090.0,27,304.956642686784
1946.855129,4.0,2020,Indore,Gated Society,Semi-Furnished,Apartment,0,504996.0,4,259.3906410793856
1490.507603,3.0,1994,Noida,Main Road,Furnished,Independent House,1,491501.0,30,329.7541045820482
967.6294175,5.0,2009,Prayagraj,Main Road,Semi-Furnished,Independent House,1,396485.0,15,409.7488075800465
2533.697683,3.0,2024,Jaipur,Highway Facing,Unfurnished,Apartment,1,600368.0,0,236.9532892689629
2087.291915,2.0,2013,Kanpur,Corner Plot,Unfurnished,Duplex,1,543691.0,11,260.47674313920777
2782.013876,6.0,1985,Noida,Corner Plot,Unfurnished,Independent House,0,719639.0,39,258.6755609697757
2038.318179,5.0,2019,Noida,Main Road,Unfurnished,Apartment,1,592208.0,5,290.5375647930185
2625.772304,4.0,1990,Delhi,Highway Facing,Semi-Furnished,Apartment,0,632613.0,34,240.9245459083797
1629.676947,7.0,2019,Indore,Highway Facing,Unfurnished,Villa,0,580074.0,5,355.94416492657183
2779.770772,3.0,2006,Prayagraj,Highway Facing,Unfurnished,Duplex,0,659643.0,18,237.3012216131036
2201.545784,5.0,2017,Kanpur,Gated Society,Furnished,Apartment,0,478874.0,7,217.5171661113181
1362.702448,2.0,2012,Kanpur,Highway Facing,Semi-Furnished,Apartment,0,348115.0,12,255.45929011202597
2880.664626,4.0,1986,Jaipur,Corner Plot,Unfurnished,Villa,1,735024.0,38,255.15778316083643
1892.5529,4.0,2013,Prayagraj,Residential Lane,Unfurnished,Duplex,1,531981.0,11,281.0917464975484
2201.545784,3.0,2001,Noida,Gated Society,Unfurnished,Independent House,1,623888.0,23,283.38633905966503
2387.620022,2.0,2011,Jaipur,Highway Facing,Semi-Furnished,Independent House,0,557996.0,13,233.70385356904166
2608.512479,3.0,2022,Gurugram,Highway Facing,Furnished,Duplex,0,773899.0,2,296.68211527846785
1899.325953,5.0,2003,Jaipur,Residential Lane,Furnished,Apartment,0,496189.0,21,261.2447848755321
2854.451268,7.0,2020,Noida,Gated Society,Furnished,Apartment,1,866047.0,4,303.4022719914236
3385.433012,4.0,2006,Prayagraj,Highway Facing,Unfurnished,Independent House,0,722182.0,18,213.32042236256189
1923.118421,2.0,1988,Delhi,Corner Plot,Unfurnished,Apartment,0,462812.0,36,240.65704688083792
2616.847968,7.0,2022,Noida,Highway Facing,Semi-Furnished,Apartment,1,774097.0,2,295.81275238990116
2374.09718,5.0,1999,Gurugram,Main Road,Semi-Furnished,Duplex,0,704351.0,25,296.68162109522405
2345.118436,2.0,2004,Jaipur,Main Road,Unfurnished,Apartment,1,511282.0,20,218.01969237514447
1664.786552,7.0,2017,Noida,Residential Lane,Unfurnished,Apartment,0,465668.0,7,279.71633927518656
1194.889105,7.0,1987,Delhi,Highway Facing,Semi-Furnished,Apartment,0,441893.0,37,369.81925615599283
2575.830946,7.0,2009,Lucknow,Corner Plot,Semi-Furnished,Duplex,0,693482.0,15,269.2265193400623
2749.631341,4.0,2022,Lucknow,Residential Lane,Semi-Furnished,Duplex,0,698466.0,2,254.0216899571629
1936.521918,2.0,1997,Indore,Gated Society,Semi-Furnished,Apartment,0,423451.0,27,218.6657409162358
1825.476908,4.0,1998,Delhi,Main Road,Unfurnished,Apartment,1,526554.0,26,288.44736281922883
3018.24987,5.0,2005,Gurugram,Gated Society,Unfurnished,Apartment,0,751820.0,19,249.09137161662497
2142.731715,3.0,2007,Prayagraj,Residential Lane,Unfurnished,Villa,0,573527.0,17,267.6616003697878
2501.886109,6.0,2020,Delhi,Residential Lane,Furnished,Apartment,0,716750.0,4,286.4838640822399
2550.843206,5.0,2019,Delhi,Gated Society,Semi-Furnished,Villa,0,881591.0,5,345.6076790319193
2431.05197,2.0,2006,Jaipur,Gated Society,Semi-Furnished,Independent House,0,627913.0,18,258.2885959447424
2077.787435,6.0,2001,Prayagraj,Residential Lane,Semi-Furnished,Villa,0,575031.0,23,276.75160139757025
2405.852999,7.0,2001,Indore,Residential Lane,Unfurnished,Apartment,0,532360.0,23,221.27702740827348
2815.384891,3.0,1993,Gurugram,Highway Facing,Furnished,Independent House,1,793980.0,31,282.0147264901977
2342.187053,2.0,2017,Gurugram,Highway Facing,Semi-Furnished,Independent House,0,632082.0,7,269.86828365838466
2200.245022,4.0,1997,Noida,Gated Society,Semi-Furnished,Apartment,0,560495.0,27,254.74208299333674
1691.016456,6.0,2023,Noida,Main Road,Furnished,Apartment,1,609180.0,1,360.2448680132773
2127.352147,2.0,2023,Delhi,Main Road,Unfurnished,Independent House,0,614305.0,1,288.7650739283081
2715.565132,4.0,2016,Indore,Main Road,Semi-Furnished,Independent House,0,684181.0,8,251.94792492275968
2076.341573,7.0,2000,Lucknow,Highway Facing,Furnished,Independent House,1,684000.0,24,329.425567013872
2932.466334,2.0,1999,Prayagraj,Main Road,Unfurnished,Duplex,0,648234.0,25,221.05420017415278
2048.363794,5.0,2024,Lucknow,Corner Plot,Semi-Furnished,Apartment,0,505238.0,0,246.65442802686056
2860.043426,5.0,2013,Prayagraj,Highway Facing,Furnished,Apartment,0,664154.0,11,232.21815234074
1856.610036,7.0,1988,Lucknow,Highway Facing,Semi-Furnished,Independent House,0,535068.0,36,288.1962230220326
2085.075215,5.0,2015,Prayagraj,Main Road,Semi-Furnished,Apartment,0,564296.0,9,270.635800541133
2863.603565,7.0,2023,Lucknow,Main Road,Furnished,Apartment,0,808151.0,1,282.21469266120295
1759.460564,5.0,1993,Kanpur,Gated Society,Furnished,Apartment,0,514018.0,31,292.1452236652688
1506.092992,3.0,2020,Prayagraj,Residential Lane,Furnished,Apartment,0,428913.0,4,284.78520402012464
1757.218434,4.0,2024,Noida,Corner Plot,Semi-Furnished,Independent House,0,588997.0,0,335.187127908311
3342.558998,3.0,1996,Jaipur,Residential Lane,Unfurnished,Apartment,0,690644.0,28,206.6213342571493
3096.867277,4.0,2022,Prayagraj,Main Road,Semi-Furnished,Villa,0,863792.0,2,278.9244493670305
1229.293789,4.0,2020,Noida,Gated Society,Unfurnished,Villa,0,530984.0,4,431.9423109035166
1816.7755,5.0,2021,Delhi,Corner Plot,Semi-Furnished,Independent House,0,656896.0,3,361.5724672641171
1891.116131,4.0,1999,Indore,Residential Lane,Unfurnished,Apartment,0,387854.0,25,205.09264007753313
2237.394999,6.0,1991,Kanpur,Residential Lane,Unfurnished,Apartment,0,467369.0,33,208.8898027433197
1810.988641,4.0,2004,Prayagraj,Highway Facing,Semi-Furnished,Duplex,0,475835.0,20,262.74874906849294
2146.46475,2.0,2019,Gurugram,Gated Society,Unfurnished,Independent House,1,634895.0,5,295.78636220324603
2794.9717,4.0,2006,Kanpur,Residential Lane,Semi-Furnished,Apartment,1,614875.0,18,219.99328293735496
2219.319668,3.0,2019,Prayagraj,Gated Society,Semi-Furnished,Apartment,0,520116.0,5,234.35830696202345
2306.46317,4.0,1986,Gurugram,Main Road,Furnished,Independent House,0,646715.0,38,280.39251110174894
2402.207111,4.0,1989,Lucknow,Residential Lane,Semi-Furnished,Villa,0,606197.0,35,252.3500147943738
2580.495402,4.0,2016,Noida,Highway Facing,Semi-Furnished,Apartment,0,672642.0,8,260.66390177586527
3279.422955,2.0,1994,Delhi,Corner Plot,Semi-Furnished,Apartment,0,742963.0,30,226.55296684657134
2251.19393,2.0,2013,Noida,Corner Plot,Semi-Furnished,Apartment,0,539797.0,11,239.78254063611482
2101.467633,5.0,2004,Gurugram,Corner Plot,Semi-Furnished,Apartment,0,592040.0,20,281.72691822753376
2201.545784,7.0,1986,Noida,Highway Facing,Semi-Furnished,Apartment,0,590573.0,38,268.2537898108051
1755.910529,5.0,2000,Gurugram,Gated Society,Unfurnished,Independent House,0,563382.0,24,320.8489217960604
2867.051542,2.0,2019,Prayagraj,Residential Lane,Semi-Furnished,Independent House,1,669607.0,5,233.55248072481285
2520.191874,6.0,2014,Lucknow,Gated Society,Unfurnished,Villa,1,794063.0,10,315.0803747095964
2086.777313,3.0,1991,Noida,Highway Facing,Semi-Furnished,Apartment,1,523582.0,33,250.90458705787165
1263.782704,4.0,1992,Indore,Corner Plot,Unfurnished,Apartment,1,334950.0,32,265.0376515993211
1455.14597,5.0,2021,Lucknow,Residential Lane,Furnished,Duplex,1,528270.0,3,363.03574410476494
1145.04522,5.0,2016,Indore,Residential Lane,Semi-Furnished,Apartment,1,380806.0,8,332.56852511030087
1415.491593,7.0,2007,Jaipur,Residential Lane,Unfurnished,Apartment,1,454653.0,17,321.19795147381
1547.776699,6.0,2009,Gurugram,Corner Plot,Unfurnished,Duplex,0,507405.0,15,327.82829740738975
9022.275608,6.0,2001,Indore,Corner Plot,Furnished,Independent House,0,1396460.448,23,154.77918306571866
3358.209154,5.0,2022,Jaipur,Main Road,Unfurnished,Apartment,0,758201.0,2,225.77539552499235
1910.610706,2.0,2016,Prayagraj,Gated Society,Unfurnished,Apartment,1,436953.0,8,228.69807995308074
3247.275124,3.0,1998,Lucknow,Corner Plot,Semi-Furnished,Apartment,0,714977.0,26,220.17752506270241
1709.221035,7.0,2012,Gurugram,Corner Plot,Semi-Furnished,Apartment,1,597697.0,12,349.6897052872977
2317.399161,7.0,1992,Kanpur,Main Road,Unfurnished,Apartment,0,566849.0,32,244.60568103226308
2881.030867,6.0,1989,Delhi,Main Road,Furnished,Independent House,1,840400.0,35,291.70114406830476
3591.260478,5.0,1997,Noida,Residential Lane,Furnished,Apartment,0,843466.0,27,234.86628306887184
1777.91845,2.0,1999,Indore,Residential Lane,Furnished,Duplex,1,498850.0,25,280.5809231576398
2278.150735,4.0,2010,Prayagraj,Gated Society,Semi-Furnished,Villa,0,686412.0,14,301.302275329907
2175.391251,3.0,2001,Prayagraj,Residential Lane,Semi-Furnished,Villa,0,560119.0,23,257.4796601496491
2201.545784,4.0,1999,Noida,Corner Plot,Semi-Furnished,Apartment,0,477283.0,25,216.7944920649445
2230.984958,5.0,1993,Delhi,Corner Plot,Furnished,Apartment,0,622559.0,31,279.0511866821829
1886.591889,2.0,1992,Kanpur,Corner Plot,Semi-Furnished,Villa,0,525318.0,32,278.4481387113607
2986.01436,4.0,2015,Indore,Residential Lane,Semi-Furnished,Independent House,0,699413.0,9,234.22961703372383
2103.43983,3.0,2022,Indore,Highway Facing,Semi-Furnished,Villa,1,670455.0,2,318.7421814675821
1813.499591,2.0,2005,Jaipur,Highway Facing,Semi-Furnished,Independent House,0,447745.0,19,246.8955616103031
1597.511598,5.0,1986,Prayagraj,Highway Facing,Semi-Furnished,Apartment,0,392781.0,38,245.87051542645514
2061.466931,6.0,2016,Lucknow,Corner Plot,Unfurnished,Apartment,0,538148.0,8,261.05099815447875
1867.810656,4.0,2012,Noida,Main Road,Unfurnished,Apartment,0,495874.0,12,265.48408341450215
2552.263887,5.0,2011,Indore,Corner Plot,Furnished,Apartment,1,666378.0,13,261.0929079058822
2666.956002,4.0,2008,Noida,Main Road,Unfurnished,Villa,0,756358.0,16,283.60347880984654
2675.859234,6.0,1987,Indore,Main Road,Furnished,Apartment,0,654455.0,37,244.5775142744299
1678.095914,5.0,2007,Lucknow,Corner Plot,Unfurnished,Apartment,0,422310.0,17,251.66022780745536
1592.573797,2.0,1986,Noida,Gated Society,Semi-Furnished,Villa,1,594695.0,38,373.41754656534766
2393.877733,2.0,2022,Noida,Residential Lane,Furnished,Independent House,0,637432.0,2,266.2759217870214
2833.617272,5.0,1989,Gurugram,Corner Plot,Semi-Furnished,Independent House,0,736450.0,35,259.89748413701795
3250.180259,4.0,2024,Delhi,Corner Plot,Furnished,Villa,0,975210.0,0,300.0479734314945
2132.510087,6.0,2021,Prayagraj,Gated Society,Furnished,Duplex,1,712933.0,3,334.31635533454806
2583.202,4.0,2014,Lucknow,Corner Plot,Unfurnished,Villa,0,719380.0,10,278.4838351782013
2415.928715,6.0,2012,Delhi,Residential Lane,Semi-Furnished,Apartment,0,698296.0,12,289.0383295104798
1972.516957,6.0,1985,Jaipur,Residential Lane,Semi-Furnished,Villa,0,636031.0,39,322.44640419585505
2148.500096,6.0,2000,Jaipur,Main Road,Furnished,Apartment,0,608594.0,24,283.26459055461913
2162.447308,7.0,1990,Kanpur,Gated Society,Semi-Furnished,Villa,0,670916.0,34,310.2577332256551
1807.017007,4.0,1990,Noida,Main Road,Semi-Furnished,Independent House,0,549409.0,34,304.04196411638975
2103.319943,7.0,1990,Noida,Residential Lane,Furnished,Duplex,0,667946.0,34,317.56747337606544
1958.020398,5.0,1999,Gurugram,Corner Plot,Semi-Furnished,Independent House,0,605938.0,25,309.464600378489
2605.488893,3.0,2024,Prayagraj,Main Road,Unfurnished,Duplex,0,621939.0,0,238.70337796139665
3077.82667,7.0,1998,Jaipur,Corner Plot,Semi-Furnished,Apartment,0,725788.0,26,235.81184966468564
2254.487992,3.0,2015,Indore,Highway Facing,Furnished,Apartment,1,553496.0,9,245.50851544300443
959.1272309,6.0,2000,Noida,Residential Lane,Furnished,Villa,0,488705.0,24,509.5309404795255
1558.569158,7.0,2007,Kanpur,Residential Lane,Furnished,Apartment,0,423257.0,17,271.56767335440884
2201.545784,3.0,2002,Noida,Main Road,Furnished,Independent House,1,691496.0,22,314.0956708806743
2075.888813,4.0,1995,Indore,Corner Plot,Furnished,Apartment,0,507119.0,29,244.29005870845742
2448.385875,7.0,2019,Lucknow,Highway Facing,Semi-Furnished,Villa,0,751730.0,5,307.0308514992556
914.2348416,4.0,1993,Gurugram,Gated Society,Furnished,Apartment,1,397161.0,31,434.4190156928712
963.5214123,5.0,2018,Indore,Main Road,Unfurnished,Independent House,1,426338.0,6,442.47900934790675
1609.21564,2.0,2009,Lucknow,Residential Lane,Furnished,Apartment,0,421346.0,15,261.8331499686394
1606.80461,7.0,1986,Noida,Residential Lane,Furnished,Apartment,0,479516.0,38,298.4283197942779
1149.854152,6.0,2010,Delhi,Corner Plot,Furnished,Apartment,0,502703.0,14,437.18848962333436
1666.086242,5.0,2023,Noida,Highway Facing,Semi-Furnished,Independent House,1,617520.0,1,370.6410775343285
1892.147448,7.0,2024,Prayagraj,Highway Facing,Unfurnished,Apartment,1,542070.0,0,286.4840161230395
2549.613878,6.0,2010,Lucknow,Gated Society,Semi-Furnished,Apartment,1,686053.0,14,269.0811365280778
1687.337989,6.0,2021,Jaipur,Corner Plot,Semi-Furnished,Independent House,0,524124.0,3,310.6218217196792
1841.914799,5.0,2011,Prayagraj,Corner Plot,Semi-Furnished,Apartment,0,473534.0,13,257.08789584463295
2201.545784,3.0,1989,Kanpur,Gated Society,Furnished,Villa,0,542238.0,35,246.29876150692854
1488.399329,5.0,1993,Gurugram,Corner Plot,Semi-Furnished,Villa,1,585898.0,31,393.6430154088036
2738.132162,3.0,1989,Kanpur,Highway Facing,Semi-Furnished,Independent House,1,655862.0,35,239.52897858697298
1992.814764,3.0,1993,Jaipur,Corner Plot,Unfurnished,Villa,1,584193.0,31,293.1496747983748
2691.124629,6.0,2015,Prayagraj,Residential Lane,Semi-Furnished,Apartment,0,661336.0,9,245.74707275662186
3046.857419,7.0,2023,Gurugram,Main Road,Semi-Furnished,Apartment,0,866541.0,1,284.4048410655215
2505.573777,5.0,2015,Gurugram,Corner Plot,Furnished,Independent House,0,785730.0,9,313.5928413733554
2563.9842,3.0,2008,Gurugram,Residential Lane,Semi-Furnished,Apartment,0,653198.0,16,254.75898018404328
1646.551855,6.0,1994,Indore,Main Road,Semi-Furnished,Independent House,0,494788.0,30,300.4994944419774
2356.063063,5.0,2011,Noida,Residential Lane,Semi-Furnished,Apartment,0,586710.0,13,249.02134803341636
2857.371369,5.0,2023,Delhi,Highway Facing,Semi-Furnished,Apartment,0,765134.0,1,267.7754835444353
2754.094185,7.0,1986,Lucknow,Gated Society,Semi-Furnished,Independent House,1,744548.0,38,270.3422432156219
1774.804099,7.0,2021,Kanpur,Residential Lane,Unfurnished,Apartment,0,469874.0,3,264.7469657438514
2442.718933,5.0,2006,Indore,Gated Society,Unfurnished,Villa,0,694893.0,18,284.4752175996664
2850.228716,3.0,2022,Indore,Gated Society,Furnished,Apartment,0,718734.0,2,252.16713169905483
2852.704041,7.0,2023,Kanpur,Corner Plot,Furnished,Independent House,1,842541.0,1,295.34819872328984
1116.49975,5.0,2001,Jaipur,Corner Plot,Semi-Furnished,Apartment,0,360127.0,23,322.5500050492622
3044.331796,4.0,1998,Delhi,Gated Society,Semi-Furnished,Apartment,1,795355.0,26,261.25765957739253
2843.60929,4.0,2004,Delhi,Gated Society,Furnished,Independent House,0,821867.0,20,289.02247678336994
2980.032195,5.0,2011,Jaipur,Main Road,Furnished,Apartment,1,738207.0,13,247.71779353209305
2980.19224,3.0,2000,Kanpur,Highway Facing,Unfurnished,Apartment,0,550654.0,24,184.77130186742585
1750.256488,6.0,2004,Prayagraj,Highway Facing,Semi-Furnished,Independent House,0,474259.0,20,270.9654289251805
1765.972104,5.0,2004,Lucknow,Highway Facing,Semi-Furnished,Independent House,0,514696.0,20,291.45194243679856
1549.969231,5.0,2006,Jaipur,Gated Society,Unfurnished,Apartment,0,445485.0,18,287.41538289284915
2354.060644,3.0,2010,Prayagraj,Corner Plot,Unfurnished,Independent House,0,519673.0,14,220.75599510341246
1787.113885,4.0,2010,Gurugram,Residential Lane,Semi-Furnished,Independent House,0,546875.0,14,306.0101567058218
1739.259812,3.0,2012,Indore,Highway Facing,Furnished,Duplex,0,499438.0,12,287.1554879576554
1815.374986,4.0,2021,Indore,Main Road,Unfurnished,Villa,1,634092.0,3,349.28981884737726
2544.758511,7.0,1995,Delhi,Gated Society,Furnished,Independent House,0,810413.0,29,318.4636170767875
2151.575542,7.0,2013,Lucknow,Highway Facing,Semi-Furnished,Duplex,0,652572.0,11,303.2995994151341
1064.273437,6.0,1999,Delhi,Highway Facing,Furnished,Independent House,0,480821.0,25,451.78333244447964
1754.031876,3.0,2022,Delhi,Residential Lane,Semi-Furnished,Apartment,0,550456.0,2,313.82325916179644
